prvi_1,prvi_2,prvi_3,prvi_4,prvi_5,prvi_6,prvi_7,prvi_8,prvi_9,drugi_1,drugi_2,drugi_3,drugi_4,drugi_5,drugi_6,drugi_7,drugi_8,drugi_9,rezultat
0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,desno_dolje+dolje
1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+dolje
1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+dolje
0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,desno_dolje+dolje
0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,desno_dolje+dolje
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+dolje
0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+dolje
1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,desno_dolje+dolje
1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,desno_dolje+dolje
0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+dolje
0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,desno_dolje+dolje
0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,desno_dolje+dolje
1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,desno_dolje+dolje
0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,desno_dolje+dolje
0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,desno_dolje+dolje
0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,desno_dolje+dolje
0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,desno_dolje+dolje
1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+dolje
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,desno_dolje+gore
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+gore
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+gore
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+gore
1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+gore
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+gore
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+gore
0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+gore
0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,desno_dolje+gore
0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,desno_dolje+gore
0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,desno_dolje+gore
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+gore
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,desno_dolje+gore
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+gore
0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,desno_dolje+gore
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,desno_dolje+gore
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,desno_dolje+gore
0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,desno_dolje+gore
0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,desno_dolje+gore
1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,desno_dolje+gore
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,desno_dolje+gore
1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,desno_dolje+gore
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+gore
0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,desno_dolje+gore
1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,desno_dolje+gore
0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+gore
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+gore
1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,desno_dolje+gore
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,desno_dolje+gore
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,desno_dolje+gore
0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,desno_dolje+gore
0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,desno_dolje+gore
1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,desno_dolje+gore
0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,desno_dolje+gore
1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+gore
1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,desno_dolje+gore
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,desno_dolje+gore
1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,desno_dolje+gore
0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,desno_dolje+gore
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,desno_dolje+gore
1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,desno_dolje+gore
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,desno_dolje+gore
0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,desno_dolje+gore
0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,desno_dolje+gore
1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,desno_dolje+gore
0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,desno_dolje+gore
1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,desno_dolje+inverzno
1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,desno_dolje+inverzno
0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,desno_dolje+inverzno
1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,desno_dolje+inverzno
0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,desno_dolje+inverzno
1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,desno_dolje+inverzno
1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,desno_dolje+inverzno
0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,desno_dolje+inverzno
0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,desno_dolje+inverzno
1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,desno_dolje+inverzno
1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,desno_dolje+inverzno
1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,desno_dolje+inverzno
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,desno_dolje+inverzno
0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,desno_dolje+inverzno
0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,desno_dolje+inverzno
0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,desno_dolje+inverzno
0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,desno_dolje+inverzno
0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,desno_dolje+inverzno
1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,desno_dolje+inverzno
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,desno_dolje+inverzno
1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,desno_dolje+inverzno
0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,desno_dolje+inverzno
1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,desno_dolje+inverzno
1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,desno_dolje+inverzno
1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,desno_dolje+inverzno
1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,desno_dolje+inverzno
0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,desno_dolje+inverzno
1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,desno_dolje+inverzno
1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,desno_dolje+inverzno
1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,desno_dolje+inverzno
0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,desno_dolje+inverzno
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo
1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo
0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo
0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,desno_dolje+lijevo
0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo
0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,desno_dolje+lijevo
0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,desno_dolje+lijevo
0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,desno_dolje+lijevo
0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,desno_dolje+lijevo
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,desno_dolje+lijevo
0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo
1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,desno_dolje+lijevo
0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,desno_dolje+lijevo
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,desno_dolje+lijevo
1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,desno_dolje+lijevo
1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,desno_dolje+lijevo
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,desno_dolje+lijevo
1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,desno_dolje+lijevo
1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,desno_dolje+lijevo
1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,desno_dolje+lijevo
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,desno_dolje+lijevo
1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,desno_dolje+lijevo
0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,desno_dolje+lijevo
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,desno_dolje+lijevo
0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,desno_dolje+lijevo
1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,desno_dolje+lijevo
0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo
0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,desno_dolje+lijevo
1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,desno_dolje+lijevo
0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,desno_dolje+lijevo
0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo
0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo_gore
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo_gore
1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,desno_dolje+lijevo_gore
1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo_gore
0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,desno_dolje+lijevo_gore
0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_gore
1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,desno_dolje+lijevo_gore
1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo_gore
1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,desno_dolje+lijevo_gore
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,desno_dolje+lijevo_gore
1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,desno_dolje+lijevo_gore
0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,desno_dolje+lijevo_gore
0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_gore
0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo_gore
0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,desno_dolje+lijevo_gore
0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,desno_dolje+lijevo_gore
1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,desno_dolje+lijevo_gore
0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,desno_dolje+lijevo_gore
0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,desno_dolje+lijevo_gore
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo_rot
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,desno_dolje+lijevo_rot
0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_rot
0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,desno_dolje+lijevo_rot
1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,desno_dolje+lijevo_rot
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,desno_dolje+lijevo_rot
0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,desno_dolje+lijevo_rot
1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,desno_dolje+lijevo_rot
0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,desno_dolje+lijevo_rot
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,desno_dolje+lijevo_rot
0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,desno_dolje+lijevo_rot
0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,desno_dolje+lijevo_rot
1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,desno_dolje+statika
0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,desno_dolje+statika
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,desno_dolje+statika
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+statika
0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,desno_dolje+statika
0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,desno_dolje+statika
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,desno_dolje+statika
