prvi_1,prvi_2,prvi_3,prvi_4,prvi_5,prvi_6,prvi_7,prvi_8,prvi_9,drugi_1,drugi_2,drugi_3,drugi_4,drugi_5,drugi_6,drugi_7,drugi_8,drugi_9,rezultat
0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,gore
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,inverzno
0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,inverzno
0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,inverzno
0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,inverzno
0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,inverzno
0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,inverzno
0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,inverzno
0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,inverzno
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,inverzno
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,inverzno
0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,inverzno
1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,inverzno
0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,inverzno
0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,inverzno
0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,inverzno
0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,inverzno
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,inverzno
0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,inverzno
1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,inverzno
0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,inverzno
1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,inverzno
0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,inverzno
0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,inverzno
0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,inverzno
0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,inverzno
0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,inverzno
0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,inverzno
1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,inverzno
1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,inverzno
1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,inverzno
1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,inverzno
0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,inverzno
0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,inverzno
0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,inverzno
0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,inverzno
0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,inverzno
0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,inverzno
0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,inverzno
0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,inverzno
0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,inverzno
1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,inverzno
0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,inverzno
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,inverzno
1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,inverzno
0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,inverzno
0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,inverzno
1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,inverzno
1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,inverzno
1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,inverzno
1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,inverzno
0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,inverzno
1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,inverzno
1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,inverzno
1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,inverzno
0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,inverzno
0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,inverzno
0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,inverzno
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lijevo
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,lijevo
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,lijevo
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,lijevo
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,lijevo
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,lijevo
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lijevo
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,lijevo
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lijevo
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,lijevo
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,lijevo
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,lijevo
0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,lijevo
0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,lijevo
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,lijevo
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,lijevo
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,lijevo
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,lijevo
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,lijevo
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,lijevo
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,lijevo
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,lijevo
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,lijevo
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,lijevo
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,lijevo
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,lijevo
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,lijevo
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,lijevo
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,lijevo
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,lijevo
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,lijevo
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,lijevo
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,lijevo
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,lijevo
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,lijevo
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,lijevo
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,lijevo
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,lijevo
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,lijevo
1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,lijevo
1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,lijevo
0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,lijevo
1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,lijevo
1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,lijevo
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,lijevo
1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,lijevo
1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,lijevo
0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,lijevo
1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,lijevo
1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,lijevo
0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,lijevo
1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,lijevo
1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,lijevo
0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,lijevo
1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,lijevo
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,lijevo
0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,lijevo
1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,lijevo
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,lijevo
0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,lijevo
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,lijevo
0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,lijevo
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,lijevo
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,lijevo_gore
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lijevo_gore
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lijevo_gore
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,lijevo_gore
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,lijevo_gore
0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,lijevo_gore
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,lijevo_gore
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,lijevo_gore
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,lijevo_gore
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lijevo_gore
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,lijevo_gore
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,lijevo_gore
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,lijevo_gore
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,lijevo_gore
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,lijevo_gore
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,lijevo_gore
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,lijevo_gore
0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,lijevo_gore
0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,lijevo_gore
0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,lijevo_gore
0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,lijevo_gore
0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,lijevo_gore
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,lijevo_gore
0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,lijevo_gore
0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,lijevo_gore
0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,lijevo_gore
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,lijevo_rot
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,lijevo_rot
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,lijevo_rot
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lijevo_rot
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,lijevo_rot
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,lijevo_rot
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lijevo_rot
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,lijevo_rot
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,lijevo_rot
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,lijevo_rot
0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,lijevo_rot
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,lijevo_rot
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,lijevo_rot
0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,lijevo_rot
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,lijevo_rot
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,lijevo_rot
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,lijevo_rot
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,lijevo_rot
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,lijevo_rot
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,lijevo_rot
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,lijevo_rot
0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,lijevo_rot
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,lijevo_rot
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,lijevo_rot
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,lijevo_rot
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,lijevo_rot
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,lijevo_rot
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,lijevo_rot
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,lijevo_rot
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,lijevo_rot
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,lijevo_rot
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lijevo_rot
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,lijevo_rot
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,lijevo_rot
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,lijevo_rot
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,lijevo_rot
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,lijevo_rot
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,lijevo_rot
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,lijevo_rot
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,lijevo_rot
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,lijevo_rot
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,lijevo_rot
1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,lijevo_rot
0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,lijevo_rot
0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,lijevo_rot
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,lijevo_rot
0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,lijevo_rot
0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,lijevo_rot
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,lijevo_rot
1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,lijevo_rot
1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,lijevo_rot
1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,lijevo_rot
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,lijevo_rot
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,lijevo_rot
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,lijevo_rot
1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,lijevo_rot
1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,lijevo_rot
1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,lijevo_rot
0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,lijevo_rot
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,statika
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,statika
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,statika
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,statika
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,statika
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,statika
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,statika
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,statika
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,statika
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,statika
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,statika
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,statika
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,statika
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,statika
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,statika
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,statika
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,statika
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,statika
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,statika
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,statika
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,statika
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,statika
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,statika
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,statika
0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,statika
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,statika
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,statika
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,statika
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,statika
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,statika
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,statika
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,statika
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,statika
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,statika
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,statika
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,statika
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,statika
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,statika
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,statika
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,statika
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,statika
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,statika
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,statika
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,statika
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,statika
1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,statika
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,statika
1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,statika
1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,statika
1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,statika
1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,statika
1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,statika
1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,statika
1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,statika
1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,statika
1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,statika
1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,statika
1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,statika
1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,statika
1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,statika
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,statika
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,statika
1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,statika
1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,statika
1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,statika
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,statika
1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,statika
1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,statika
1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,statika
1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,statika
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,statika
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,statika
0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,statika
0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,statika
0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,statika
